addr_1,addr_2,addr_3,addr_4,lon,lat,hw_trunk_3km,hw_primary_3km,hw_secondary_3km,hw_tertiary_3km,hw_res_uncl_3km,hw_service_3km,hw_cycleway_3km,hw_footway_3km,hw_bus_stop_3km,hw_parking_3km,hw_fuel_3km,am_gov_3km,am_medical_3km,am_healthcare_3km,am_school_3km,am_education_3km,am_police_3km,am_post_3km,am_bank_3km,am_shop_3km,lu_residential_3km,lu_commercial_3km,lu_industrial_3km,lu_retail_3km,lu_construction_3km,pl_3km,bld_3km,blp_3km,bll_3km,mm_3km,ad_3km,lsr_3km,trs_3km,wd_3km,hw_types_3km,lu_types_3km,hw_trunk_1km,hw_primary_1km,hw_secondary_1km,hw_tertiary_1km,hw_res_uncl_1km,hw_service_1km,hw_cycleway_1km,hw_footway_1km,hw_bus_stop_1km,hw_parking_1km,hw_fuel_1km,am_gov_1km,am_medical_1km,am_healthcare_1km,am_school_1km,am_education_1km,am_police_1km,am_post_1km,am_bank_1km,am_shop_1km,lu_residential_1km,lu_commercial_1km,lu_industrial_1km,lu_retail_1km,lu_construction_1km,pl_1km,bld_1km,blp_1km,bll_1km,mm_1km,ad_1km,lsr_1km,trs_1km,wd_1km,hw_types_1km,lu_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
云南省,昆明市,盘龙区,拓东街道,102.724028,25.0414557,37.0,173.0,146.0,156.0,745.0,801.0,28.0,1404.0,624.0,180.0,12.0,26.0,49.0,122.0,59.0,88.0,26.0,14.0,135.0,1103.0,341.0,39.0,12.0,31.0,35.0,45.0,2283.0,128.0,457.0,122.0,224.0,269.0,276.0,123.0,30.0,29.0,0.0,30.0,18.0,10.0,80.0,125.0,1.0,204.0,116.0,28.0,0.0,2.0,5.0,19.0,9.0,11.0,1.0,2.0,23.0,189.0,31.0,7.0,0.0,2.0,8.0,3.0,359.0,30.0,93.0,22.0,69.0,38.0,60.0,29.0,19.0,18.0,7011477183.0,10339255.0,昆明市盘龙区,昆明市盘龙区拓东街道,20.0,30.0,30.0,20.0,100.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,鼓楼街道,102.7218511,25.0511994,34.0,187.0,119.0,156.0,726.0,812.0,27.0,1471.0,663.0,178.0,11.0,26.0,53.0,141.0,68.0,113.0,25.0,13.0,150.0,1163.0,378.0,38.0,8.0,32.0,33.0,42.0,2516.0,118.0,496.0,121.0,223.0,323.0,264.0,125.0,30.0,31.0,0.0,25.0,24.0,4.0,78.0,71.0,5.0,78.0,97.0,26.0,0.0,2.0,9.0,20.0,10.0,14.0,3.0,2.0,22.0,66.0,27.0,5.0,1.0,3.0,4.0,5.0,174.0,15.0,13.0,4.0,8.0,24.0,29.0,23.0,18.0,15.0,7011477175.0,10339249.0,昆明市盘龙区,昆明市盘龙区鼓楼街道,20.0,30.0,30.0,20.0,100.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,东华街道,102.7359767,25.0555172,44.0,137.0,105.0,100.0,606.0,534.0,12.0,816.0,435.0,132.0,10.0,11.0,33.0,80.0,37.0,57.0,13.0,7.0,77.0,533.0,340.0,31.0,12.0,19.0,35.0,27.0,1454.0,66.0,252.0,92.0,110.0,213.0,134.0,76.0,31.0,29.0,8.0,14.0,12.0,19.0,93.0,31.0,0.0,76.0,37.0,13.0,1.0,2.0,3.0,9.0,4.0,8.0,1.0,1.0,6.0,52.0,40.0,8.0,0.0,1.0,3.0,1.0,110.0,0.0,9.0,3.0,1.0,27.0,10.0,14.0,21.0,13.0,7011477174.0,10339248.0,昆明市盘龙区,昆明市盘龙区东华街道,20.0,30.0,30.0,20.0,100.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,联盟街道,102.7227596,25.066901,28.0,131.0,89.0,131.0,600.0,571.0,13.0,883.0,489.0,125.0,10.0,15.0,36.0,91.0,58.0,93.0,14.0,5.0,82.0,539.0,357.0,26.0,9.0,21.0,29.0,21.0,1642.0,46.0,286.0,76.0,58.0,275.0,136.0,77.0,30.0,29.0,8.0,19.0,8.0,9.0,90.0,82.0,6.0,75.0,65.0,13.0,1.0,0.0,7.0,17.0,4.0,5.0,1.0,0.0,12.0,74.0,85.0,3.0,0.0,12.0,1.0,3.0,369.0,9.0,9.0,10.0,4.0,18.0,6.0,13.0,19.0,17.0,7011477177.0,10339251.0,昆明市盘龙区,昆明市盘龙区联盟街道,20.0,30.0,28.0,20.0,98.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,金辰街道,102.740607,25.0869305,18.0,49.0,60.0,138.0,480.0,333.0,2.0,592.0,175.0,41.0,9.0,2.0,8.0,23.0,26.0,31.0,1.0,0.0,9.0,105.0,286.0,17.0,5.0,6.0,39.0,9.0,1082.0,9.0,27.0,35.0,19.0,175.0,38.0,25.0,29.0,29.0,0.0,7.0,6.0,28.0,72.0,45.0,0.0,24.0,24.0,8.0,0.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,1.0,14.0,39.0,3.0,1.0,0.0,8.0,1.0,84.0,0.0,0.0,3.0,3.0,5.0,0.0,4.0,17.0,14.0,7011477176.0,10339250.0,昆明市盘龙区,昆明市盘龙区金辰街道,20.0,30.0,23.0,20.0,93.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,青云街道,102.78081,25.0630193,22.0,0.0,29.0,28.0,133.0,138.0,9.0,318.0,49.0,17.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,11.0,46.0,8.0,5.0,0.0,15.0,6.0,173.0,10.0,9.0,20.0,2.0,71.0,24.0,20.0,20.0,24.0,0.0,0.0,4.0,2.0,24.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,8.0,11.0,7011477180.0,10339252.0,昆明市盘龙区,昆明市盘龙区青云街道,20.0,30.0,1.0,20.0,71.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,龙泉街道,102.778391,25.1449958,0.0,0.0,15.0,37.0,72.0,45.0,0.0,181.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,23.0,1.0,4.0,0.0,3.0,10.0,41.0,0.0,8.0,10.0,0.0,19.0,3.0,8.0,18.0,22.0,0.0,0.0,3.0,10.0,20.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,12.0,10.0,7011477178.0,6453444.0,昆明市盘龙区,昆明市盘龙区龙泉街道,20.0,28.0,4.0,10.2,62.2,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,茨坝街道,102.7437268,25.1641357,0.0,21.0,1.0,14.0,104.0,92.0,0.0,182.0,2.0,8.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,14.0,1.0,6.0,0.0,0.0,6.0,52.0,2.0,1.0,10.0,0.0,39.0,7.0,8.0,20.0,20.0,0.0,7.0,1.0,6.0,40.0,15.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,15.0,5.0,7011477182.0,6453445.0,昆明市盘龙区,昆明市盘龙区茨坝街道,20.0,28.0,5.0,10.9,63.9,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,双龙街道,102.8481348,25.1142082,0.0,0.0,12.0,24.0,69.0,97.0,0.0,92.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,15.0,12.0,0.0,0.0,5.0,1.0,5.0,46.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,3512272420.0,10339253.0,昆明市盘龙区,昆明市盘龙区双龙街道,20.0,28.0,0.0,4.8,52.8,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,松华街道,102.7383821,25.246296,0.0,3.0,1.0,3.0,25.0,2.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,6.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,7011477181.0,10339254.0,昆明市盘龙区,昆明市盘龙区松华街道,20.0,20.3,0.0,3.1,43.4,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,滇源街道,102.8771329,25.2953257,0.0,0.0,7.0,6.0,64.0,4.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,6.0,6.0,12.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,3.0,7011477173.0,10339247.0,昆明市盘龙区,昆明市盘龙区滇源街道,20.0,24.0,5.0,3.3,52.3,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,盘龙区,阿子营街道,102.777985,25.3402215,0.0,3.0,2.0,11.0,42.0,4.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,9.0,9.0,0.0,3.0,1.0,4.0,17.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,7011477172.0,10339246.0,昆明市盘龙区,昆明市盘龙区阿子营街道,20.0,24.0,5.0,4.0,53.0,74.13333333333334,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,关上街道,102.7404839,25.0143614,64.0,93.0,121.0,127.0,505.0,461.0,18.0,530.0,241.0,87.0,16.0,4.0,12.0,27.0,24.0,32.0,8.0,4.0,19.0,186.0,186.0,22.0,19.0,9.0,52.0,30.0,1294.0,24.0,93.0,70.0,38.0,148.0,83.0,53.0,30.0,26.0,9.0,10.0,17.0,24.0,52.0,36.0,0.0,55.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,4.0,1.0,0.0,5.0,2.0,46.0,0.0,0.0,10.0,0.0,10.0,3.0,7.0,17.0,15.0,7012160180.0,10340169.0,昆明市官渡区,昆明市官渡区关上街道,20.0,30.0,6.0,20.0,76.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,太和街道,102.7194236,25.0261189,22.0,139.0,172.0,145.0,679.0,742.0,33.0,1176.0,514.0,159.0,9.0,23.0,37.0,88.0,52.0,73.0,19.0,10.0,100.0,863.0,298.0,40.0,14.0,24.0,53.0,45.0,2580.0,107.0,375.0,118.0,200.0,258.0,209.0,95.0,31.0,29.0,0.0,21.0,14.0,35.0,96.0,126.0,3.0,157.0,80.0,26.0,1.0,3.0,8.0,21.0,10.0,12.0,5.0,4.0,13.0,186.0,27.0,5.0,1.0,3.0,3.0,9.0,296.0,15.0,60.0,17.0,38.0,26.0,49.0,15.0,21.0,20.0,7012160182.0,10340173.0,昆明市官渡区,昆明市官渡区太和街道,20.0,30.0,30.0,20.0,100.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,吴井街道,102.7352194,25.0292789,54.0,142.0,135.0,136.0,622.0,643.0,27.0,925.0,397.0,132.0,17.0,7.0,27.0,60.0,35.0,53.0,13.0,8.0,66.0,561.0,233.0,36.0,16.0,19.0,46.0,38.0,1909.0,83.0,243.0,109.0,130.0,187.0,169.0,82.0,31.0,28.0,7.0,28.0,17.0,16.0,81.0,68.0,0.0,63.0,42.0,13.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,2.0,12.0,47.0,3.0,3.0,1.0,7.0,5.0,130.0,4.0,2.0,9.0,7.0,23.0,6.0,19.0,16.0,15.0,7012160183.0,10340174.0,昆明市官渡区,昆明市官渡区吴井街道,20.0,30.0,23.0,20.0,93.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,金马街道,102.745,25.0408,71.0,89.0,75.0,93.0,508.0,402.0,4.0,513.0,301.0,101.0,16.0,5.0,17.0,44.0,29.0,44.0,7.0,6.0,41.0,317.0,213.0,27.0,14.0,7.0,38.0,29.0,975.0,40.0,122.0,74.0,95.0,161.0,94.0,63.0,30.0,25.0,22.0,21.0,24.0,7.0,102.0,54.0,3.0,70.0,31.0,10.0,5.0,0.0,2.0,3.0,4.0,7.0,1.0,0.0,0.0,10.0,45.0,2.0,3.0,1.0,5.0,6.0,94.0,0.0,6.0,11.0,3.0,27.0,4.0,16.0,23.0,13.0,3947868415.0,10340170.0,昆明市官渡区,昆明市官渡区金马街道,20.0,30.0,26.0,20.0,96.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,小板桥街道,102.773,24.9786,29.0,29.0,45.0,100.0,264.0,144.0,6.0,106.0,109.0,20.0,5.0,0.0,1.0,1.0,12.0,18.0,2.0,2.0,0.0,18.0,125.0,5.0,10.0,1.0,12.0,3.0,223.0,3.0,120.0,15.0,11.0,92.0,7.0,34.0,24.0,19.0,9.0,7.0,6.0,24.0,16.0,21.0,0.0,11.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,2.0,2.0,4.0,1.0,9.0,17.0,8.0,3941728392.0,10340175.0,昆明市官渡区,昆明市官渡区小板桥街道,18.0,30.0,10.0,20.0,78.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,官渡街道,102.7554702,24.9599345,9.0,52.0,36.0,139.0,242.0,97.0,2.0,196.0,196.0,27.0,5.0,2.0,1.0,1.0,19.0,24.0,0.0,1.0,0.0,20.0,104.0,12.0,2.0,2.0,32.0,6.0,242.0,4.0,143.0,26.0,5.0,67.0,8.0,24.0,25.0,24.0,0.0,10.0,4.0,18.0,42.0,21.0,0.0,34.0,26.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,4.0,1.0,58.0,1.0,53.0,8.0,2.0,5.0,5.0,10.0,13.0,11.0,474552927.0,10340168.0,昆明市官渡区,昆明市官渡区官渡街道,20.0,30.0,13.0,20.0,83.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,矣六街道,102.788,24.944,7.0,31.0,53.0,77.0,157.0,117.0,0.0,162.0,111.0,23.0,3.0,0.0,1.0,2.0,10.0,14.0,1.0,0.0,0.0,10.0,54.0,9.0,15.0,0.0,19.0,6.0,110.0,1.0,8.0,29.0,1.0,58.0,0.0,25.0,24.0,24.0,2.0,0.0,9.0,14.0,13.0,9.0,0.0,7.0,25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,4.0,1.0,9.0,0.0,1.0,0.0,0.0,11.0,0.0,8.0,14.0,12.0,7012160184.0,10340176.0,昆明市官渡区,昆明市官渡区矣六街道,20.0,30.0,0.0,18.8,68.8,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,六甲街道,102.709,24.9657,0.0,50.0,54.0,104.0,311.0,313.0,24.0,379.0,198.0,43.0,5.0,0.0,2.0,2.0,11.0,14.0,1.0,0.0,4.0,17.0,118.0,18.0,7.0,2.0,36.0,4.0,238.0,4.0,0.0,20.0,4.0,78.0,5.0,17.0,27.0,23.0,0.0,0.0,9.0,5.0,57.0,19.0,0.0,49.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,4.0,2.0,16.0,0.0,0.0,2.0,0.0,14.0,0.0,7.0,17.0,12.0,7012160181.0,10340172.0,昆明市官渡区,昆明市官渡区六甲街道,19.0,30.0,5.0,20.0,74.0,77.3,55.690780141843966,39.13946815955214
云南省,昆明市,官渡区,大板桥街道,102.877,25.05,18.0,10.0,8.0,56.0,198.0,34.0,0.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,1.0,9.0,0.0,3.0,3.0,110.0,0.0,0.0,4.0,3.0,2.0,6.0,12.0,20.0,13.0,5.0,6.0,3.0,22.0,69.0,8.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,2.0,1.0,25.0,0.0,0.0,2.0,1.0,2.0,3.0,7.0,17.0,8.0,3941728391.0,10340167.0,昆明市官渡区,昆明市官渡区大板桥街道,18.0,30.0,3.0,18.1,69.1,77.3,55.690780141843966,39.13946815955214
