addr_1,addr_2,addr_3,addr_4,lon,lat,hw_trunk_3km,hw_primary_3km,hw_secondary_3km,hw_tertiary_3km,hw_res_uncl_3km,hw_service_3km,hw_cycleway_3km,hw_footway_3km,hw_bus_stop_3km,hw_parking_3km,hw_fuel_3km,am_gov_3km,am_medical_3km,am_healthcare_3km,am_school_3km,am_education_3km,am_police_3km,am_post_3km,am_bank_3km,am_shop_3km,lu_residential_3km,lu_commercial_3km,lu_industrial_3km,lu_retail_3km,lu_construction_3km,pl_3km,bld_3km,blp_3km,bll_3km,mm_3km,ad_3km,lsr_3km,trs_3km,wd_3km,hw_types_3km,lu_types_3km,hw_trunk_1km,hw_primary_1km,hw_secondary_1km,hw_tertiary_1km,hw_res_uncl_1km,hw_service_1km,hw_cycleway_1km,hw_footway_1km,hw_bus_stop_1km,hw_parking_1km,hw_fuel_1km,am_gov_1km,am_medical_1km,am_healthcare_1km,am_school_1km,am_education_1km,am_police_1km,am_post_1km,am_bank_1km,am_shop_1km,lu_residential_1km,lu_commercial_1km,lu_industrial_1km,lu_retail_1km,lu_construction_1km,pl_1km,bld_1km,blp_1km,bll_1km,mm_1km,ad_1km,lsr_1km,trs_1km,wd_1km,hw_types_1km,lu_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
宁夏回族自治区,银川市,兴庆区,丽景街街道,106.2876639,38.489899,6.0,23.0,41.0,58.0,123.0,18.0,0.0,40.0,573.0,1.0,9.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,6.0,283.0,0.0,0.0,6.0,1.0,43.0,0.0,17.0,14.0,9.0,0.0,0.0,7.0,6.0,17.0,1.0,0.0,11.0,68.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,8.0,4.0,5929088036.0,8737700.0,银川市兴庆区,银川市兴庆区丽景街街道,20.0,30.0,5.0,20.0,75.0,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,兴庆区,星河街街道,106.495193,38.366329,4.0,1.0,12.0,5.0,272.0,19.0,0.0,7.0,43.0,8.0,1.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,32.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,1.0,127.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,-1.0,-1.0,银川市兴庆区,银川市兴庆区星河街街道,1.0,30.0,5.0,7.7,43.7,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,兴庆区,掌政镇,106.3571878,38.4033062,0.0,0.0,14.0,29.0,23.0,22.0,0.0,10.0,53.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,71.0,0.0,0.0,7.0,0.0,6.0,0.0,6.0,10.0,7.0,0.0,0.0,0.0,17.0,1.0,5.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,7.0,4.0,3247451167.0,11940721.0,银川市兴庆区,银川市兴庆区掌政镇,17.0,24.9,5.0,17.1,64.0,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,兴庆区,大新镇,106.3102353,38.4431533,23.0,4.0,39.0,38.0,166.0,4.0,0.0,4.0,308.0,4.0,3.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,1.0,3.0,7.0,0.0,3.0,1.0,0.0,3.0,442.0,0.0,2.0,3.0,0.0,12.0,1.0,12.0,15.0,8.0,4.0,0.0,7.0,6.0,46.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,9.0,4.0,3247452407.0,11940720.0,银川市兴庆区,银川市兴庆区大新镇,18.0,30.0,10.0,20.0,78.0,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,兴庆区,通贵乡,106.4862479,38.4955901,2.0,6.0,2.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5928834099.0,11940722.0,银川市兴庆区,银川市兴庆区通贵乡,17.0,14.9,0.0,1.0,32.9,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,兴庆区,月牙湖乡,106.5628827,38.5989936,1.0,0.0,0.0,9.0,77.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5928797861.0,11940723.0,银川市兴庆区,银川市兴庆区月牙湖乡,16.0,26.5,0.0,3.3,45.8,73.3375,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,西花园路街道,106.1603441,38.48793,0.0,28.0,54.0,51.0,75.0,79.0,0.0,46.0,501.0,3.0,6.0,0.0,1.0,2.0,8.0,17.0,0.0,0.0,0.0,8.0,14.0,0.0,4.0,0.0,0.0,6.0,416.0,0.0,5.0,13.0,6.0,107.0,4.0,15.0,14.0,8.0,0.0,10.0,12.0,13.0,14.0,7.0,0.0,16.0,66.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,129.0,0.0,0.0,2.0,1.0,4.0,2.0,8.0,9.0,5.0,-1.0,-1.0,银川市西夏区,银川市西夏区西花园路街道,5.0,30.0,10.0,20.0,65.0,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,北京西路街道,106.1241143,38.4852778,0.0,6.0,33.0,34.0,92.0,105.0,0.0,23.0,390.0,4.0,3.0,0.0,1.0,1.0,9.0,22.0,0.0,0.0,0.0,6.0,14.0,0.0,9.0,0.0,0.0,4.0,211.0,0.0,12.0,10.0,15.0,136.0,2.0,9.0,11.0,9.0,0.0,2.0,8.0,4.0,21.0,2.0,0.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,8.0,3.0,5930692907.0,8742522.0,银川市西夏区,银川市西夏区北京西路街道,19.0,30.0,5.0,20.0,74.0,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,文昌路街道,106.1082102,38.487326,0.0,11.0,30.0,38.0,80.0,92.0,0.0,8.0,317.0,3.0,3.0,0.0,1.0,1.0,11.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,4.0,122.0,0.0,12.0,9.0,15.0,99.0,0.0,9.0,12.0,8.0,0.0,2.0,13.0,3.0,22.0,4.0,0.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,12.0,0.0,5.0,7.0,6.0,5930692912.0,8742525.0,银川市西夏区,银川市西夏区文昌路街道,19.0,30.0,5.0,18.0,72.0,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,朔方路街道,106.1298062,38.493882,0.0,8.0,34.0,34.0,96.0,124.0,0.0,19.0,402.0,4.0,1.0,0.0,1.0,2.0,6.0,21.0,0.0,0.0,0.0,6.0,13.0,0.0,6.0,0.0,0.0,5.0,230.0,0.0,12.0,13.0,15.0,186.0,2.0,10.0,13.0,9.0,0.0,0.0,10.0,3.0,18.0,51.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,12.0,1.0,13.0,21.0,0.0,6.0,5.0,3.0,5930692911.0,8742524.0,银川市西夏区,银川市西夏区朔方路街道,20.0,30.0,5.0,20.0,75.0,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,宁华路街道,106.0713226,38.4867507,0.0,15.0,9.0,31.0,45.0,10.0,0.0,2.0,71.0,0.0,2.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,57.0,0.0,0.0,5.0,1.0,48.0,0.0,5.0,12.0,8.0,0.0,4.0,0.0,5.0,20.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,8.0,4.0,5930692910.0,8742353.0,银川市西夏区,银川市西夏区宁华路街道,16.0,28.0,5.0,12.9,61.9,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,贺兰山西路街道,106.1674295,38.5014607,0.0,24.0,43.0,36.0,68.0,67.0,0.0,46.0,412.0,2.0,7.0,0.0,1.0,2.0,11.0,18.0,0.0,0.0,0.0,8.0,14.0,0.0,3.0,0.0,0.0,5.0,413.0,0.0,2.0,14.0,1.0,106.0,4.0,16.0,16.0,8.0,0.0,8.0,11.0,6.0,9.0,1.0,0.0,0.0,56.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,4.0,0.0,3.0,0.0,8.0,8.0,4.0,5930692908.0,-1.0,银川市西夏区,银川市西夏区贺兰山西路街道,12.0,30.0,5.0,20.0,67.0,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,怀远路街道,106.1383663,38.5361177,14.0,7.0,7.0,12.0,52.0,30.0,0.0,8.0,68.0,0.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,109.0,0.0,0.0,9.0,0.0,85.0,0.0,2.0,15.0,8.0,6.0,0.0,3.0,1.0,17.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,9.0,4.0,5930692909.0,8742523.0,银川市西夏区,银川市西夏区怀远路街道,16.0,28.0,5.0,18.8,67.8,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,兴泾镇,106.091,38.3836,0.0,0.0,11.0,10.0,77.0,5.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,1.0,20.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,7.0,8.0,0.0,0.0,2.0,5.0,15.0,2.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,6.0,4.0,5928743358.0,8742354.0,银川市西夏区,银川市西夏区兴泾镇,16.0,27.5,5.0,7.6,56.1,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,西夏区,镇北堡镇,106.0638617,38.6225753,6.0,0.0,1.0,14.0,86.0,6.0,0.0,0.0,34.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,8.0,3.0,0.0,0.0,7.0,12.0,4.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,3238972080.0,8742355.0,银川市西夏区,银川市西夏区镇北堡镇,16.0,30.0,5.0,5.1,56.1,66.1,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,满城北街街道,106.1805555,38.5074682,8.0,24.0,36.0,30.0,71.0,61.0,0.0,47.0,331.0,5.0,6.0,0.0,1.0,2.0,15.0,18.0,0.0,0.0,0.0,7.0,17.0,0.0,2.0,0.0,1.0,4.0,393.0,0.0,0.0,14.0,1.0,62.0,6.0,14.0,16.0,11.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,2.0,5929583968.0,8738927.0,银川市金凤区,银川市金凤区满城北街街道,19.0,30.0,5.0,20.0,74.0,70.0125,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,黄河东路街道,106.1846209,38.481388,0.0,39.0,64.0,51.0,111.0,27.0,0.0,43.0,479.0,4.0,8.0,0.0,1.0,2.0,12.0,13.0,0.0,0.0,0.0,10.0,18.0,0.0,4.0,0.0,0.0,4.0,718.0,0.0,0.0,5.0,1.0,25.0,6.0,14.0,14.0,8.0,0.0,3.0,14.0,6.0,21.0,2.0,0.0,6.0,108.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,4.0,5929583967.0,8738926.0,银川市金凤区,银川市金凤区黄河东路街道,19.0,30.0,5.0,20.0,74.0,70.0125,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,长城中路街道,106.2373767,38.452869,0.0,12.0,76.0,51.0,125.0,12.0,0.0,9.0,390.0,4.0,4.0,2.0,2.0,2.0,16.0,18.0,0.0,0.0,1.0,6.0,7.0,2.0,5.0,0.0,0.0,4.0,639.0,0.0,11.0,9.0,3.0,35.0,4.0,12.0,12.0,10.0,0.0,5.0,2.0,3.0,15.0,0.0,0.0,2.0,36.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,32.0,0.0,8.0,1.0,0.0,7.0,0.0,1.0,6.0,6.0,5929583966.0,8738925.0,银川市金凤区,银川市金凤区长城中路街道,19.0,30.0,11.0,20.0,80.0,70.0125,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,北京中路街道,106.2260591,38.4739615,0.0,22.0,90.0,27.0,130.0,47.0,0.0,27.0,455.0,6.0,5.0,9.0,1.0,1.0,15.0,18.0,0.0,0.0,3.0,11.0,26.0,4.0,4.0,1.0,0.0,6.0,837.0,2.0,12.0,11.0,4.0,35.0,9.0,13.0,14.0,12.0,0.0,3.0,4.0,4.0,20.0,8.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,276.0,2.0,3.0,4.0,1.0,10.0,0.0,3.0,9.0,5.0,5929583965.0,8738924.0,银川市金凤区,银川市金凤区北京中路街道,20.0,30.0,12.0,20.0,82.0,70.0125,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,上海西路街道,106.2256599,38.4951473,0.0,28.0,68.0,32.0,114.0,91.0,0.0,31.0,405.0,10.0,5.0,8.0,2.0,2.0,14.0,18.0,0.0,0.0,3.0,10.0,34.0,5.0,3.0,1.0,0.0,5.0,721.0,2.0,5.0,30.0,4.0,31.0,9.0,14.0,13.0,12.0,0.0,4.0,16.0,2.0,11.0,30.0,0.0,10.0,52.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,22.0,0.0,5.0,2.0,3.0,10.0,7.0,5929583969.0,8738928.0,银川市金凤区,银川市金凤区上海西路街道,20.0,30.0,5.0,20.0,75.0,70.0125,60.32363636363637,46.06748971193416
宁夏回族自治区,银川市,金凤区,贺兰山中路街道,106.2265499,38.5188131,14.0,16.0,49.0,57.0,58.0,91.0,0.0,147.0,228.0,11.0,3.0,2.0,1.0,1.0,9.0,12.0,0.0,0.0,0.0,2.0,20.0,3.0,1.0,0.0,2.0,2.0,165.0,0.0,1.0,25.0,1.0,24.0,5.0,3.0,18.0,13.0,0.0,0.0,14.0,35.0,27.0,5.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,4.0,9641651147.0,14004334.0,银川市金凤区,银川市金凤区贺兰山中路街道,17.0,30.0,5.0,20.0,72.0,70.0125,60.32363636363637,46.06748971193416
