addr_1,addr_2,addr_3,addr_4,lon,lat,hw_trunk_3km,hw_primary_3km,hw_secondary_3km,hw_tertiary_3km,hw_res_uncl_3km,hw_service_3km,hw_cycleway_3km,hw_footway_3km,hw_bus_stop_3km,hw_parking_3km,hw_fuel_3km,am_gov_3km,am_medical_3km,am_healthcare_3km,am_school_3km,am_education_3km,am_police_3km,am_post_3km,am_bank_3km,am_shop_3km,lu_residential_3km,lu_commercial_3km,lu_industrial_3km,lu_retail_3km,lu_construction_3km,pl_3km,bld_3km,blp_3km,bll_3km,mm_3km,ad_3km,lsr_3km,trs_3km,wd_3km,hw_types_3km,lu_types_3km,hw_trunk_1km,hw_primary_1km,hw_secondary_1km,hw_tertiary_1km,hw_res_uncl_1km,hw_service_1km,hw_cycleway_1km,hw_footway_1km,hw_bus_stop_1km,hw_parking_1km,hw_fuel_1km,am_gov_1km,am_medical_1km,am_healthcare_1km,am_school_1km,am_education_1km,am_police_1km,am_post_1km,am_bank_1km,am_shop_1km,lu_residential_1km,lu_commercial_1km,lu_industrial_1km,lu_retail_1km,lu_construction_1km,pl_1km,bld_1km,blp_1km,bll_1km,mm_1km,ad_1km,lsr_1km,trs_1km,wd_1km,hw_types_1km,lu_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
北京市,市辖区,东城区,前门街道,116.4011136,39.8924273,78.0,158.0,122.0,315.0,600.0,814.0,78.0,2753.0,1513.0,52.0,6.0,32.0,18.0,25.0,73.0,91.0,13.0,6.0,57.0,534.0,82.0,59.0,1.0,12.0,22.0,96.0,5909.0,1176.0,1292.0,103.0,269.0,245.0,272.0,165.0,29.0,28.0,0.0,27.0,15.0,48.0,89.0,168.0,6.0,195.0,227.0,6.0,1.0,7.0,3.0,5.0,7.0,7.0,3.0,1.0,12.0,84.0,8.0,6.0,0.0,2.0,6.0,15.0,504.0,8.0,93.0,2.0,33.0,22.0,43.0,32.0,20.0,15.0,8985515582.0,15716141.0,市辖区东城区,市辖区东城区前门街道,20.0,30.0,30.0,20.0,100.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,崇文门外街道,116.4207538,39.8933813,107.0,123.0,141.0,321.0,575.0,592.0,46.0,1934.0,1398.0,45.0,7.0,25.0,18.0,27.0,82.0,108.0,11.0,11.0,72.0,598.0,78.0,49.0,2.0,19.0,18.0,82.0,5367.0,249.0,1216.0,83.0,274.0,203.0,222.0,150.0,28.0,28.0,0.0,28.0,12.0,37.0,107.0,62.0,1.0,81.0,200.0,3.0,2.0,4.0,1.0,2.0,17.0,21.0,0.0,1.0,18.0,67.0,12.0,2.0,1.0,5.0,1.0,24.0,486.0,1.0,314.0,1.0,28.0,18.0,14.0,23.0,18.0,11.0,8985515583.0,15716142.0,市辖区东城区,市辖区东城区崇文门外街道,20.0,30.0,25.0,20.0,95.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,东花市街道,116.425213,39.8977782,108.0,109.0,140.0,325.0,610.0,598.0,40.0,1793.0,1410.0,39.0,7.0,25.0,18.0,27.0,78.0,103.0,11.0,13.0,101.0,720.0,78.0,55.0,2.0,31.0,20.0,83.0,5366.0,192.0,1333.0,60.0,325.0,205.0,221.0,141.0,28.0,29.0,15.0,17.0,35.0,41.0,107.0,69.0,6.0,149.0,194.0,4.0,3.0,1.0,1.0,2.0,11.0,13.0,1.0,2.0,12.0,57.0,14.0,3.0,1.0,2.0,2.0,18.0,506.0,2.0,336.0,9.0,32.0,25.0,17.0,30.0,22.0,18.0,8985515584.0,15716137.0,市辖区东城区,市辖区东城区东花市街道,20.0,30.0,30.0,20.0,100.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,龙潭街道,116.4316085,39.8855535,130.0,93.0,127.0,362.0,532.0,368.0,23.0,1290.0,1380.0,46.0,11.0,18.0,20.0,26.0,82.0,111.0,4.0,10.0,87.0,414.0,87.0,40.0,2.0,19.0,12.0,62.0,4185.0,17.0,1418.0,40.0,198.0,184.0,139.0,95.0,25.0,26.0,13.0,8.0,22.0,52.0,81.0,38.0,1.0,114.0,147.0,3.0,0.0,6.0,1.0,1.0,13.0,21.0,0.0,2.0,13.0,46.0,16.0,1.0,0.0,0.0,0.0,13.0,474.0,0.0,137.0,5.0,79.0,26.0,14.0,16.0,19.0,8.0,8985515585.0,15716140.0,市辖区东城区,市辖区东城区龙潭街道,20.0,30.0,25.0,20.0,95.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,体育馆路街道,116.4160921,39.8855494,96.0,132.0,115.0,349.0,554.0,574.0,60.0,1766.0,1463.0,48.0,7.0,26.0,20.0,28.0,87.0,111.0,11.0,8.0,60.0,470.0,82.0,32.0,2.0,12.0,20.0,80.0,4622.0,139.0,1363.0,55.0,269.0,216.0,200.0,120.0,29.0,27.0,0.0,20.0,15.0,37.0,90.0,77.0,0.0,299.0,168.0,6.0,0.0,6.0,2.0,2.0,13.0,16.0,1.0,0.0,10.0,46.0,7.0,1.0,0.0,0.0,1.0,15.0,329.0,0.0,74.0,1.0,9.0,35.0,16.0,13.0,17.0,11.0,8985515586.0,15716139.0,市辖区东城区,市辖区东城区体育馆路街道,20.0,30.0,28.0,20.0,98.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,天坛街道,116.3928958,39.8878583,65.0,175.0,119.0,331.0,598.0,854.0,86.0,2418.0,1499.0,83.0,8.0,32.0,17.0,24.0,72.0,87.0,14.0,4.0,51.0,426.0,118.0,49.0,3.0,16.0,27.0,89.0,5370.0,748.0,1412.0,97.0,183.0,286.0,227.0,148.0,28.0,28.0,0.0,25.0,5.0,36.0,83.0,201.0,3.0,174.0,188.0,4.0,1.0,6.0,2.0,6.0,6.0,6.0,1.0,0.0,0.0,110.0,5.0,6.0,0.0,1.0,4.0,9.0,707.0,3.0,144.0,3.0,27.0,18.0,59.0,21.0,20.0,14.0,8985515587.0,15716138.0,市辖区东城区,市辖区东城区天坛街道,20.0,30.0,26.0,20.0,96.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,东城区,永定门外街道,116.3962389,39.8642402,110.0,112.0,107.0,383.0,478.0,407.0,72.0,1332.0,1497.0,97.0,7.0,13.0,16.0,21.0,76.0,95.0,8.0,1.0,18.0,232.0,135.0,24.0,2.0,8.0,28.0,97.0,3765.0,6.0,1773.0,42.0,108.0,235.0,90.0,64.0,29.0,25.0,27.0,7.0,0.0,63.0,58.0,18.0,22.0,145.0,228.0,9.0,1.0,0.0,1.0,1.0,11.0,13.0,1.0,0.0,1.0,13.0,18.0,5.0,0.0,2.0,11.0,20.0,424.0,2.0,150.0,4.0,5.0,26.0,10.0,23.0,21.0,13.0,10806949232.0,15715291.0,市辖区东城区,市辖区东城区永定门外街道,20.0,30.0,28.0,20.0,98.0,98.6470588235294,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,西长安街街道,116.3768256,39.90303,75.0,176.0,142.0,326.0,627.0,1000.0,62.0,2767.0,1620.0,69.0,7.0,43.0,30.0,47.0,73.0,82.0,17.0,5.0,67.0,621.0,103.0,67.0,6.0,13.0,22.0,65.0,8628.0,1579.0,1726.0,93.0,237.0,255.0,285.0,190.0,28.0,28.0,13.0,41.0,4.0,42.0,65.0,168.0,9.0,284.0,185.0,5.0,1.0,6.0,2.0,2.0,12.0,12.0,1.0,0.0,8.0,26.0,36.0,20.0,2.0,7.0,0.0,8.0,610.0,9.0,220.0,1.0,20.0,45.0,6.0,33.0,20.0,17.0,8986305149.0,13210714.0,市辖区西城区,市辖区西城区西长安街街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,新街口街道,116.360461,39.9388031,117.0,113.0,162.0,377.0,528.0,1005.0,65.0,1277.0,1555.0,104.0,7.0,22.0,29.0,36.0,96.0,130.0,9.0,9.0,47.0,376.0,145.0,30.0,2.0,49.0,15.0,40.0,6213.0,65.0,1665.0,62.0,230.0,268.0,185.0,116.0,25.0,27.0,24.0,10.0,18.0,45.0,81.0,96.0,12.0,101.0,165.0,14.0,1.0,5.0,5.0,9.0,18.0,21.0,1.0,0.0,2.0,56.0,18.0,1.0,0.0,11.0,2.0,14.0,457.0,6.0,25.0,3.0,62.0,20.0,20.0,22.0,20.0,13.0,8986305150.0,13202425.0,市辖区西城区,市辖区西城区新街口街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,月坛街道,116.3384921,39.9135891,217.0,111.0,159.0,466.0,511.0,599.0,60.0,1185.0,1828.0,63.0,5.0,33.0,17.0,22.0,83.0,107.0,5.0,4.0,69.0,339.0,114.0,61.0,5.0,8.0,9.0,52.0,4605.0,16.0,1659.0,46.0,159.0,219.0,94.0,118.0,24.0,26.0,18.0,12.0,44.0,17.0,54.0,21.0,6.0,57.0,208.0,2.0,1.0,2.0,2.0,3.0,9.0,11.0,0.0,0.0,2.0,24.0,13.0,9.0,0.0,0.0,2.0,14.0,330.0,0.0,222.0,0.0,13.0,37.0,6.0,20.0,17.0,12.0,8986305151.0,13210712.0,市辖区西城区,市辖区西城区月坛街道,20.0,30.0,23.0,20.0,93.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,展览路街道,116.3365418,39.9314654,159.0,98.0,178.0,404.0,503.0,620.0,70.0,959.0,1652.0,67.0,5.0,29.0,26.0,37.0,81.0,121.0,5.0,3.0,73.0,343.0,79.0,34.0,2.0,15.0,10.0,45.0,4873.0,13.0,1311.0,75.0,216.0,297.0,120.0,116.0,25.0,27.0,10.0,14.0,23.0,69.0,42.0,123.0,14.0,164.0,274.0,8.0,1.0,3.0,2.0,2.0,12.0,20.0,1.0,1.0,5.0,42.0,18.0,6.0,0.0,0.0,0.0,1.0,740.0,2.0,400.0,4.0,34.0,26.0,17.0,23.0,22.0,11.0,8986305152.0,13202424.0,市辖区西城区,市辖区西城区展览路街道,20.0,30.0,30.0,20.0,100.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,德胜街道,116.3751863,39.9527374,122.0,119.0,143.0,386.0,510.0,820.0,77.0,1129.0,1457.0,102.0,9.0,15.0,29.0,41.0,99.0,133.0,8.0,9.0,52.0,446.0,139.0,33.0,1.0,49.0,20.0,54.0,5182.0,13.0,1972.0,60.0,250.0,237.0,191.0,100.0,26.0,22.0,16.0,17.0,10.0,40.0,63.0,56.0,19.0,98.0,199.0,6.0,0.0,0.0,4.0,5.0,8.0,8.0,3.0,0.0,2.0,21.0,24.0,6.0,0.0,11.0,0.0,2.0,625.0,0.0,463.0,4.0,9.0,18.0,17.0,25.0,20.0,11.0,8986305153.0,13202423.0,市辖区西城区,市辖区西城区德胜街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,金融街街道,116.3566423,39.9119229,145.0,160.0,135.0,382.0,541.0,746.0,55.0,1718.0,1623.0,61.0,7.0,41.0,27.0,37.0,89.0,110.0,10.0,3.0,57.0,379.0,112.0,65.0,5.0,11.0,14.0,63.0,6352.0,715.0,1834.0,51.0,202.0,222.0,156.0,150.0,27.0,27.0,28.0,4.0,38.0,68.0,71.0,56.0,10.0,250.0,197.0,11.0,3.0,11.0,3.0,4.0,8.0,8.0,1.0,0.0,20.0,112.0,8.0,14.0,3.0,2.0,4.0,4.0,387.0,2.0,211.0,3.0,15.0,31.0,20.0,27.0,20.0,13.0,8986305154.0,13210713.0,市辖区西城区,市辖区西城区金融街街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,什刹海街道,116.3757239,39.9321325,100.0,146.0,132.0,317.0,500.0,936.0,66.0,2235.0,1494.0,78.0,8.0,28.0,31.0,41.0,99.0,117.0,11.0,7.0,44.0,557.0,146.0,51.0,4.0,53.0,18.0,73.0,7728.0,1422.0,1637.0,61.0,301.0,182.0,258.0,148.0,28.0,27.0,0.0,16.0,8.0,19.0,52.0,128.0,6.0,67.0,141.0,10.0,1.0,0.0,8.0,9.0,16.0,20.0,0.0,0.0,3.0,42.0,1.0,2.0,0.0,0.0,2.0,2.0,986.0,6.0,8.0,10.0,32.0,29.0,34.0,17.0,18.0,11.0,8986305155.0,13202426.0,市辖区西城区,市辖区西城区什刹海街道,20.0,30.0,23.0,20.0,93.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,大栅栏街道,116.3869006,39.8915005,63.0,177.0,141.0,311.0,616.0,905.0,91.0,2862.0,1528.0,93.0,8.0,35.0,19.0,32.0,73.0,86.0,17.0,3.0,56.0,547.0,126.0,60.0,7.0,17.0,29.0,79.0,6116.0,1123.0,1519.0,93.0,189.0,297.0,250.0,158.0,28.0,26.0,0.0,32.0,25.0,32.0,71.0,230.0,5.0,167.0,261.0,6.0,1.0,3.0,2.0,4.0,13.0,13.0,1.0,0.0,3.0,123.0,4.0,5.0,0.0,2.0,7.0,4.0,867.0,3.0,185.0,4.0,40.0,24.0,64.0,34.0,21.0,15.0,8986305156.0,13210719.0,市辖区西城区,市辖区西城区大栅栏街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,天桥街道,116.3901422,39.8824304,69.0,166.0,124.0,357.0,581.0,828.0,89.0,1929.0,1636.0,104.0,9.0,28.0,22.0,37.0,77.0,91.0,21.0,2.0,45.0,387.0,126.0,47.0,3.0,13.0,30.0,96.0,4657.0,198.0,1617.0,83.0,150.0,299.0,205.0,128.0,28.0,27.0,0.0,31.0,23.0,42.0,64.0,117.0,5.0,215.0,222.0,7.0,1.0,1.0,3.0,5.0,9.0,11.0,0.0,0.0,0.0,44.0,2.0,4.0,0.0,0.0,1.0,5.0,423.0,1.0,107.0,4.0,20.0,31.0,22.0,22.0,21.0,13.0,8986305157.0,13202422.0,市辖区西城区,市辖区西城区天桥街道,20.0,30.0,21.0,20.0,91.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,椿树街道,116.3731989,39.8925236,109.0,145.0,158.0,374.0,663.0,908.0,86.0,2307.0,1593.0,147.0,8.0,47.0,20.0,36.0,74.0,85.0,20.0,3.0,65.0,498.0,147.0,71.0,7.0,11.0,27.0,60.0,5843.0,803.0,1996.0,98.0,177.0,284.0,222.0,144.0,27.0,28.0,0.0,43.0,8.0,41.0,59.0,154.0,1.0,59.0,166.0,4.0,1.0,3.0,4.0,5.0,11.0,11.0,1.0,0.0,7.0,43.0,24.0,11.0,0.0,4.0,3.0,5.0,472.0,4.0,216.0,1.0,25.0,12.0,33.0,21.0,18.0,11.0,8985515588.0,13210718.0,市辖区西城区,市辖区西城区椿树街道,20.0,30.0,28.0,20.0,98.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,陶然亭街道,116.3766002,39.8788313,91.0,141.0,176.0,388.0,612.0,839.0,82.0,1480.0,1658.0,136.0,9.0,29.0,22.0,38.0,79.0,97.0,17.0,2.0,34.0,342.0,152.0,59.0,4.0,8.0,39.0,87.0,4575.0,90.0,1895.0,43.0,122.0,283.0,171.0,103.0,28.0,26.0,0.0,8.0,34.0,32.0,89.0,44.0,13.0,97.0,162.0,14.0,2.0,3.0,2.0,4.0,10.0,11.0,0.0,0.0,4.0,25.0,19.0,5.0,0.0,1.0,4.0,11.0,503.0,0.0,240.0,10.0,29.0,45.0,9.0,14.0,18.0,14.0,8985515589.0,13202421.0,市辖区西城区,市辖区西城区陶然亭街道,20.0,30.0,23.0,20.0,93.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,广安门内街道,116.3591744,39.8949816,129.0,111.0,184.0,386.0,709.0,711.0,48.0,1327.0,1604.0,129.0,9.0,41.0,20.0,38.0,79.0,94.0,13.0,4.0,63.0,455.0,149.0,71.0,7.0,12.0,25.0,62.0,4856.0,98.0,2060.0,60.0,170.0,283.0,155.0,124.0,26.0,26.0,11.0,40.0,17.0,50.0,99.0,94.0,5.0,101.0,186.0,5.0,0.0,1.0,2.0,2.0,11.0,13.0,0.0,1.0,7.0,35.0,26.0,5.0,1.0,2.0,3.0,1.0,605.0,0.0,410.0,1.0,7.0,19.0,15.0,22.0,20.0,15.0,8985515590.0,13210716.0,市辖区西城区,市辖区西城区广安门内街道,20.0,30.0,25.0,20.0,95.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,牛街街道,116.3577296,39.8859696,141.0,138.0,166.0,454.0,678.0,733.0,61.0,1015.0,1663.0,148.0,9.0,35.0,22.0,40.0,80.0,98.0,13.0,3.0,51.0,399.0,179.0,67.0,7.0,13.0,28.0,67.0,4216.0,10.0,2011.0,39.0,142.0,275.0,124.0,107.0,26.0,25.0,0.0,24.0,27.0,42.0,123.0,113.0,7.0,107.0,208.0,30.0,1.0,9.0,3.0,11.0,13.0,19.0,5.0,1.0,11.0,70.0,27.0,14.0,1.0,1.0,5.0,3.0,755.0,0.0,391.0,3.0,17.0,60.0,22.0,15.0,17.0,13.0,8985515591.0,13210717.0,市辖区西城区,市辖区西城区牛街街道,20.0,30.0,30.0,20.0,100.0,95.86666666666666,76.93061224489796,76.93061224489796
北京市,市辖区,西城区,白纸坊街道,116.3549643,39.8796153,139.0,128.0,175.0,463.0,678.0,638.0,61.0,759.0,1561.0,143.0,10.0,21.0,19.0,34.0,72.0,92.0,12.0,3.0,39.0,230.0,184.0,56.0,7.0,9.0,33.0,65.0,3549.0,7.0,1812.0,39.0,112.0,235.0,90.0,82.0,26.0,25.0,0.0,9.0,36.0,25.0,157.0,88.0,6.0,57.0,224.0,53.0,1.0,10.0,3.0,9.0,14.0,20.0,6.0,1.0,11.0,76.0,43.0,14.0,2.0,0.0,5.0,3.0,717.0,0.0,384.0,5.0,15.0,61.0,17.0,11.0,16.0,12.0,8985515592.0,13202420.0,市辖区西城区,市辖区西城区白纸坊街道,20.0,30.0,30.0,20.0,100.0,95.86666666666666,76.93061224489796,76.93061224489796
